1	0.000434
2	0.000381
3	0.000406
4	0.000320
5	0.000322
6	0.000359
7	0.000321
8	0.000345
9	0.000387
10	0.000391
11	0.000449
12	0.000517
13	0.000635
14	0.000918
15	0.001134
16	0.001657
17	0.002460
18	0.003806
19	0.005986
20	0.009773
21	0.015181
22	0.028884
23	0.150821
24	0.185830
25	0.591919
26	1.038735
27	1.843053
28	3.156253
29	5.150779
30	8.751491
31	14.357017
32	23.339843
33	38.231758
34	62.133341
35	100.872422
