1	0.009980
2	0.008107
3	0.008752
4	0.008596
5	0.007692
6	0.008064
7	0.009150
8	0.006895
9	0.007229
10	0.002941
11	0.004839
12	0.042993
13	0.015143
14	0.007158
15	0.015815
16	0.006151
17	0.006080
18	0.044649
19	0.008620
20	0.007117
21	0.012522
22	0.043854
23	0.012666
24	0.009482
25	0.021148
26	0.030429
27	0.019223
28	0.028157
29	0.052915
30	0.029248
31	0.039937
32	0.103555
33	0.139402
34	0.189751
35	0.271211
